"","district","school_number","school","totmem","type","total_from_race","total_white","total_black","total_hispanic","total_asian","free_reduced","per_fr"
"1274","DADE",7861,"SECONDARY STUDENT SUCCESS CENT",28,"mid",10,1,8,1,0,24,85.7142857142857
"1275","DADE",7861,"SECONDARY STUDENT SUCCESS CENT",28,"mid",10,1,8,1,0,24,85.7142857142857
"1276","DADE",7861,"SECONDARY STUDENT SUCCESS CENT",28,"high",10,1,8,1,0,24,85.7142857142857
"1277","DADE",7861,"SECONDARY STUDENT SUCCESS CENT",28,"mid",10,1,8,1,0,24,85.7142857142857
"1278","DADE",7862,"SECONDARY STUDENT SUCCESS CENT",47,"mid",10,0,8,2,0,32,68.0851063829787
"1279","DADE",7862,"SECONDARY STUDENT SUCCESS CENT",47,"mid",10,0,8,2,0,32,68.0851063829787
"1280","DADE",7862,"SECONDARY STUDENT SUCCESS CENT",47,"high",10,0,8,2,0,32,68.0851063829787
"1281","DADE",7862,"SECONDARY STUDENT SUCCESS CENT",47,"mid",10,0,8,2,0,32,68.0851063829787
"1282","DADE",7863,"SECONDARY STUDENT SUCCESS CENT",19,"mid",10,0,7,3,0,17,89.4736842105263
"1283","DADE",7863,"SECONDARY STUDENT SUCCESS CENT",19,"mid",10,0,7,3,0,17,89.4736842105263
"1284","DADE",7863,"SECONDARY STUDENT SUCCESS CENT",19,"high",10,0,7,3,0,17,89.4736842105263
"1285","DADE",7863,"SECONDARY STUDENT SUCCESS CENT",19,"mid",10,0,7,3,0,17,89.4736842105263
"1286","DADE",7865,"HIS HOUSE",74,"high",56,0,0,56,0,0,0
"1287","DADE",7901,"NEW WORLD SCHOOL OF THE ARTS",480,"high",500,100,77,308,10,154,32.0833333333333
"1288","DADE",8016,"TEENAGE PARENT PROGRAM",264,"pk",205,4,130,71,0,118,44.6969696969697
"1289","DADE",8019,"ACADEMY FOR COMMUNITY ED (ACE)",69,"high",72,0,60,12,0,59,85.5072463768116
"1290","DADE",8021,"TITLE I MIGRANT EDUCATION PROG",16,"pk",19,0,0,19,0,16,100
"1291","DADE",8101,"JAN MANN OPPORTUNITY SCHOOL",72,"high",103,1,65,37,0,58,80.5555555555556
"1292","DADE",8121,"COPE CENTER NORTH",121,"high",100,0,68,32,0,108,89.2561983471074
"1293","DADE",8131,"DOROTHY M. WALLACE COPE CENTER",112,"high",66,0,39,27,0,102,91.0714285714286
"1294","DADE",8141,"JUVENILE JUSTICE CTR ALT ED",82,"high",85,7,47,31,0,36,43.9024390243902
"1295","DADE",8151,"ROBERT RENICK EDUCATION CENTER",122,"high",85,5,53,27,0,109,89.344262295082
"1296","DADE",8181,"RUTH OWENS KRUSE EDUCATION CEN",160,"high",147,21,43,82,0,129,80.625
"1297","DADE",9013,"PREK INTERVENTION",348,"pk",356,40,133,183,0,130,37.3563218390805
"1298","DADE",9731,"INSTRUCTIONAL CENTER SYSTEM WI",126,"high",105,17,37,51,0,30,23.8095238095238
"1299","DADE",9732,"BRUCIE BALL EDUCATIONAL CENTER",405,"high",377,27,61,281,4,216,53.3333333333333
"1300","DESOTO",31,"DESOTO COUNTY HIGH SCHOOL",1149,"high",1165,473,146,519,5,0,0
"1301","DESOTO",61,"WEST ELEMENTARY SCHOOL",822,"elem",844,419,116,286,3,0,0
"1302","DESOTO",81,"MEMORIAL ELEMENTARY SCHOOL",914,"elem",981,257,121,567,5,0,0
"1303","DESOTO",161,"DESOTO MIDDLE SCHOOL",1076,"mid",1042,424,105,481,5,0,0
"1304","DESOTO",181,"NOCATEE ELEMENTARY SCHOOL",562,"elem",514,265,27,214,1,0,0
"1305","DESOTO",191,"SPRING LAKE YOUTH ACADEMY",28,"high",11,1,10,0,0,0,0
"1306","DESOTO",291,"DESOTO CONNECTIONS",25,NA,NA,NA,NA,NA,NA,0,0
"1307","DESOTO",341,"EARLY EDUCATION CENTER",116,"pk",51,24,9,17,0,0,0
"1308","DESOTO",9003,"HOSPITAL AND HOMEBOUND",0,NA,NA,NA,NA,NA,NA,0,NA
"1309","DESOTO",9114,"REDUCED SERVICES",0,"high",0,0,0,0,0,0,NA
"1310","DIXIE",21,"DIXIE COUNTY HIGH SCHOOL",517,"high",512,432,39,21,1,0,0
"1311","DIXIE",41,"OLD TOWN ELEMENTARY SCHOOL",548,"elem",561,514,2,22,0,0,0
"1312","DIXIE",43,"KINDER CUB SCHOOL INC",62,"elem",81,54,21,1,1,41,66.1290322580645
"1313","DIXIE",101,"JAMES M. ANDERSON ELEMENTARY S",504,"elem",506,405,61,16,2,0,0
"1314","DIXIE",111,"RUTH RAINS MIDDLE SCHOOL",448,"mid",438,372,29,20,3,0,0
"1315","DIXIE",7004,"DIXIE VIRTUAL FRANCHISE",0,"pk",0,0,0,0,0,0,NA
"1316","DIXIE",7023,"DIXIE VIRTUAL INSTRUCTION PROG",0,"pk",NA,NA,NA,NA,NA,0,NA
"1317","DUVAL",61,"MATTIE V RUTHERFORD ALT ED CTR",75,"mid",132,15,105,2,2,56,74.6666666666667
"1318","DUVAL",112,"SCHOOL FOR THE FUTURE",811,"high",610,74,499,22,2,580,71.5166461159063
"1319","DUVAL",121,"WEST RIVERSIDE ELEMENTARY SCHO",297,"elem",297,125,66,77,16,150,50.5050505050505
"1320","DUVAL",141,"GRAND PARK CAREER CENTER",166,"high",151,11,125,5,1,107,64.4578313253012
"1321","DUVAL",151,"BRENTWOOD ELEMENTARY SCHOOL",345,"elem",335,8,308,8,0,268,77.6811594202899
"1322","DUVAL",161,"ORTEGA ELEMENTARY SCHOOL",425,"elem",402,130,179,55,12,261,61.4117647058824
"1323","DUVAL",181,"CENTRAL RIVERSIDE ELEM. SCHOOL",399,"elem",390,71,270,20,6,205,51.3784461152882
"1324","DUVAL",191,"RUTH N. UPSON ELEMENTARY SCHL",474,"elem",439,206,184,21,4,290,61.1814345991561
"1325","DUVAL",201,"FISHWEIR ELEMENTARY SCHOOL",416,"elem",440,307,80,21,6,161,38.7019230769231
"1326","DUVAL",211,"ANNIE R. MORGAN ELEMENTARY SCH",365,"elem",385,32,334,8,4,292,80
"1327","DUVAL",251,"KIRBY-SMITH MIDDLE SCHOOL",952,"mid",933,310,497,50,33,445,46.7436974789916
"1328","DUVAL",261,"ESE PRE KINDERGARTEN DISABILIT",181,"pk",127,55,51,14,1,82,45.3038674033149
"1329","DUVAL",301,"LORETTO ELEMENTARY SCHOOL",1089,"elem",1034,753,77,81,55,274,25.1606978879706
"1330","DUVAL",311,"JULIA LANDON COLLEGE PREPARTOR",745,NA,NA,NA,NA,NA,NA,138,18.5234899328859
"1331","DUVAL",321,"MARINE SCIENCE EDUCATION CENTE",34,"high",36,30,0,2,1,12,35.2941176470588
"1332","DUVAL",331,"ROBERT E. LEE HIGH SCHOOL",1826,"high",2105,442,1371,150,67,1078,59.0361445783133
"1333","DUVAL",351,"ANDREW JACKSON HIGH SCHOOL",700,"high",731,24,678,11,3,488,69.7142857142857
"1334","DUVAL",371,"HENRY F. KITE ELEMENTARY SCHOO",293,"elem",254,8,235,4,0,176,60.0682593856655
"1335","DUVAL",381,"BALDWIN MIDDLE-SENIOR HIGH SCH",1066,"high",1109,808,205,38,8,451,42.3076923076923
"1336","DUVAL",391,"GATEWAY COMMUNITY SERVICES",20,"high",0,0,0,0,0,10,50
"1337","DUVAL",411,"DUVAL ACADEMY",25,"high",11,2,5,4,0,0,0
"1338","DUVAL",431,"IMPACT HALFWAY HOUSE",23,"high",0,0,0,0,0,0,0
"1339","DUVAL",451,"DINSMORE ELEMENTARY SCHOOL",517,"elem",531,263,225,21,4,328,63.4429400386847
"1340","DUVAL",461,"ARLINGTON ELEMENTARY SCHOOL",295,"elem",294,55,211,19,1,200,67.7966101694915
"1341","DUVAL",471,"LONE STAR HIGH SCHOOL",286,"high",319,74,176,44,11,140,48.951048951049
"1342","DUVAL",481,"THOMAS JEFFERSON ELEMENTARY",569,"elem",556,415,90,21,2,319,56.0632688927944
"1343","DUVAL",491,"DUVAL REGIONAL JUVENILE DETENT",105,"high",78,22,48,2,0,49,46.6666666666667
"1344","DUVAL",501,"DROP BACK IN ACADEMY OF DUVAL",437,NA,NA,NA,NA,NA,NA,174,39.8169336384439
"1345","DUVAL",511,"WHITEHOUSE ELEMENTARY SCHOOL",448,"elem",506,385,71,19,4,282,62.9464285714286
"1346","DUVAL",531,"DUVAL MYCROSCHOOL",215,"high",241,77,135,23,0,104,48.3720930232558
"1347","DUVAL",541,"JAMES WELDON JOHNSON ACADEMIC",486,"mid",429,37,365,16,3,389,80.0411522633745
"1348","DUVAL",591,"GARDEN CITY ELEMENTARY SCHOOL",500,"elem",508,51,394,34,5,266,53.2
"1349","DUVAL",601,"KIPP VOICE ELEMENTARY SCHOOL",199,"elem",294,5,278,4,2,130,65.3266331658292
"1350","DUVAL",621,"OCEANWAY SCHOOL",1224,"mid",1179,740,299,72,36,548,44.7712418300654
"1351","DUVAL",631,"DUNCAN U. FLETCHER MIDDLE SCHO",1136,"mid",1208,868,98,146,36,353,31.0739436619718
"1352","DUVAL",641,"HOGAN-SPRING GLEN ELEMENTARY S",387,"elem",367,141,123,64,13,216,55.8139534883721
"1353","DUVAL",651,"ATLANTIC BEACH ELEMENTARY SCHO",454,"elem",413,308,47,23,11,160,35.2422907488987
"1354","DUVAL",661,"ALFRED I. DUPONT MIDDLE SCHOOL",816,"mid",765,177,325,158,69,508,62.2549019607843
"1355","DUVAL",681,"VENETIA ELEMENTARY SCHOOL",432,"elem",416,151,179,41,6,278,64.3518518518518
"1356","DUVAL",691,"LAKE SHORE MIDDLE SCHOOL",1238,"mid",1164,326,654,111,29,780,63.0048465266559
"1357","DUVAL",701,"NORTH SHORE ELEMENTARY",670,"elem",667,65,567,13,0,554,82.6865671641791
"1358","DUVAL",711,"HENDRICKS AVENUE ELEMENTARY SC",697,"elem",697,545,77,16,18,163,23.3859397417504
"1359","DUVAL",721,"SPRING PARK ELEMENTARY SCHOOL",451,"elem",446,114,183,112,28,307,68.0709534368071
"1360","DUVAL",731,"JOHN LOVE ELEMENTARY SCHOOL",205,"elem",230,24,187,3,1,172,83.9024390243902
"1361","DUVAL",741,"LAKE FOREST ELEMENTARY SCHOOL",454,"elem",426,14,395,11,0,328,72.2466960352423
"1362","DUVAL",751,"PAXON SCHOOL/ADVANCED STUDIES",1500,"high",1557,625,608,101,144,362,24.1333333333333
"1363","DUVAL",761,"SOUTHSIDE ESTATES ELEM. SCHOOL",517,"elem",550,205,193,104,20,294,56.8665377176016
"1364","DUVAL",771,"HYDE PARK ELEMENTARY SCHOOL",445,"elem",449,92,297,32,3,323,72.5842696629214
"1365","DUVAL",781,"BILTMORE ELEMENTARY SCHOOL",377,"elem",308,31,254,14,0,299,79.3103448275862
"1366","DUVAL",791,"RAMONA BOULEVARD ELEMENTARY SC",393,"elem",419,84,259,40,8,306,77.8625954198473
"1367","DUVAL",801,"SAN PABLO ELEMENTARY SCHOOL",585,"elem",573,420,54,59,8,169,28.8888888888889
"1368","DUVAL",811,"PACE CENTER FOR GIRLS-JAX",72,"high",55,15,35,4,0,52,72.2222222222222
"1369","DUVAL",821,"LOVE GROVE ELEMENTARY SCHOOL",474,"elem",409,119,177,67,19,264,55.6962025316456
"1370","DUVAL",831,"SAN JOSE ELEMENTARY SCHOOL",819,"elem",825,160,174,315,140,532,64.957264957265
"1371","DUVAL",841,"BAYVIEW ELEMENTARY SCHOOL",390,"elem",415,161,189,35,5,222,56.9230769230769
"1372","DUVAL",851,"LAKE LUCINA ELEMENTARY SCHOOL",400,"elem",358,111,173,50,3,228,57
"1373","DUVAL",861,"TERRY PARKER HIGH SCHOOL",1545,"high",1570,448,814,175,39,904,58.5113268608414
"1374","DUVAL",871,"ENGLEWOOD ELEMENTARY SCHOOL",420,"elem",473,135,167,99,33,255,60.7142857142857
"1375","DUVAL",881,"JOHN STOCKTON ELEMENTARY SCHOO",534,"elem",503,302,104,52,19,155,29.0262172284644
"1376","DUVAL",891,"WOODLAND ACRES ELEMENTARY SCHL",778,"elem",813,198,458,104,14,595,76.4781491002571
"1377","DUVAL",901,"ENGLEWOOD HIGH SCHOOL",1807,"high",1804,572,609,424,145,1139,63.032650802435
"1378","DUVAL",911,"SALLYE B. MATHIS ELEMENTARY SC",434,"elem",407,10,378,9,1,333,76.7281105990783
"1379","DUVAL",921,"EUGENE BUTLER MIDDLE SCHOOL",580,"mid",487,46,415,12,6,433,74.6551724137931
"1380","DUVAL",931,"PINEDALE ELEMENTARY SCHOOL",364,"elem",373,59,278,11,3,280,76.9230769230769
"1381","DUVAL",941,"WINDY HILL ELEMENTARY SCHOOL",678,"elem",642,169,231,193,13,471,69.4690265486726
"1382","DUVAL",951,"RUTLEDGE H. PEARSON ELEMENTARY",292,"elem",302,12,273,4,0,229,78.4246575342466
"1383","DUVAL",961,"JEAN RIBAULT HIGH SCHOOL",1186,"high",1176,33,1111,18,1,654,55.1433389544688
"1384","DUVAL",971,"CEDAR HILLS ELEMENTARY SCHOOL",450,"elem",463,150,235,50,10,260,57.7777777777778
"1385","DUVAL",981,"TIMUCUAN ELEMENTARY SCHOOL",582,"elem",584,164,292,86,5,375,64.4329896907217
"1386","DUVAL",991,"HIGHLANDS ELEMENTARY SCHOOL",398,"elem",419,39,341,25,0,259,65.0753768844221
"1387","DUVAL",1021,"SCHOOL OF SUCCESS ACADEMY-SOS",127,"mid",124,16,91,11,0,81,63.7795275590551
"1388","DUVAL",1061,"LONG BRANCH ELEMENTARY SCHOOL",240,"elem",256,5,246,2,0,204,85
"1389","DUVAL",1073,"DOUGLAS ANDERSON SCHOOL OF THE",1218,"high",1242,765,258,109,58,196,16.0919540229885
"1390","DUVAL",1131,"WAYMAN ACADEMY OF THE ARTS",352,"elem",330,7,316,1,1,286,81.25
"1391","DUVAL",1161,"SADIE T. TILLIS ELEMENTARY  SC",576,"elem",527,66,326,80,9,399,69.2708333333333
"1392","DUVAL",1181,"SCHOOL FOR ACCELERATED LEARNIN",117,"high",128,17,99,11,0,38,32.4786324786325
"1393","DUVAL",1191,"PATHWAYS ACADEMY HIGH SCHOOL",124,NA,NA,NA,NA,NA,NA,53,42.741935483871
"1394","DUVAL",1201,"RIVER CITY SCIENCE ACADEMY",844,"mid",848,489,175,112,39,209,24.7630331753554
"1395","DUVAL",1211,"TIGER ACADEMY",217,"elem",209,2,201,1,0,92,42.3963133640553
"1396","DUVAL",1221,"GLOBAL OUTREACH CHARTER ACADEM",438,"elem",616,182,170,237,4,214,48.8584474885845
"1397","DUVAL",1231,"DUVAL CHARTER SCHOOL AT ARLING",655,"elem",477,57,353,49,4,388,59.236641221374
"1398","DUVAL",1241,"SAINT CLAIR EVANS ACADEMY",492,"elem",472,8,451,4,0,431,87.6016260162602
"1399","DUVAL",1251,"SOMERSET ACADEMY-ELEMENTARY, E",268,"elem",235,5,212,12,2,121,45.1492537313433
"1400","DUVAL",1261,"SOMERSET ACADEMY-MIDDLE, EAGLE",143,"mid",108,5,90,12,0,58,40.5594405594406
"1401","DUVAL",1271,"KIPP IMPACT MIDDLE SCHOOL",355,"mid",362,4,336,8,1,241,67.887323943662
"1402","DUVAL",1281,"SUSIE E. TOLBERT ELEMENTARY SC",287,"elem",283,9,216,7,46,174,60.6271777003484
"1403","DUVAL",1291,"RIVER CITY SCIENCE ELEMENTARY",353,"elem",360,198,80,34,24,117,33.1444759206799
"1404","DUVAL",1311,"DUVAL CHARTER HIGH SCHOOL AT B",364,"high",472,275,107,56,18,46,12.6373626373626
"1405","DUVAL",1321,"DUVAL CHARTER AT BAYMEADOWS",1286,"elem",1276,695,241,128,126,170,13.2192846034215
"1406","DUVAL",1331,"WAVERLY ACADEMY",209,"mid",174,73,60,22,4,85,40.6698564593301
"1407","DUVAL",1341,"MURRAY HILL HIGH SCHOOL",273,"high",258,56,180,12,0,139,50.9157509157509
"1408","DUVAL",1371,"SEACOAST CHARTER ACADEMY",258,"elem",297,118,107,41,6,87,33.7209302325581
"1409","DUVAL",1381,"SOMERSET EAGLE HIGH SCHOOL",23,"high",31,1,26,3,0,11,47.8260869565217
"1410","DUVAL",1411,"J. ALLEN AXSON ELEM SCHOOL",564,"elem",571,313,88,57,58,69,12.2340425531915
"1411","DUVAL",1421,"CHAFFEE TRAIL ELEMENTARY",720,"elem",739,363,259,41,29,375,52.0833333333333
"1412","DUVAL",1431,"WEST JACKSONVILLE ELEM. SCHOOL",271,"elem",252,5,242,1,0,210,77.4907749077491
"1413","DUVAL",1441,"JACKSONVILLE BEACH ELEMENTARY",615,"elem",608,344,39,53,112,33,5.36585365853659
"1414","DUVAL",1451,"DARNELL COOKMAN MIDDLE/HIGH SC",1166,"mid",1223,267,601,98,206,447,38.336192109777
"1415","DUVAL",1461,"MATTHEW W. GILBERT MIDDLE SCHO",472,"mid",440,21,394,13,2,370,78.3898305084746
"1416","DUVAL",1481,"RICHARD L. BROWN ELEMENTARY SC",519,"elem",508,66,411,10,3,382,73.6030828516378
"1417","DUVAL",1491,"SMART POPE LIVINGSTON ELEM.",460,"elem",422,20,356,6,0,390,84.7826086956522
"1418","DUVAL",1501,"NEW BERLIN ELEMENTARY SCHOOL",1158,"elem",1170,694,253,88,33,383,33.0742659758204
"1419","DUVAL",1521,"JAMES W JOHNSON COLLEG PREP MI",1085,"mid",1070,432,356,52,186,265,24.4239631336406
"1420","DUVAL",1531,"STANTON COLLEGE PREPARATORY",1519,"high",1557,747,275,108,358,208,13.6932192231731
"1421","DUVAL",1542,"JOHN E. FORD K-8 SCHOOL",691,"elem",650,52,532,38,5,423,61.2156295224313
"1422","DUVAL",1551,"NORTHWESTERN MIDDLE SCHOOL",447,"mid",421,10,398,2,1,355,79.4183445190157
"1423","DUVAL",1581,"GEORGE WASHINGTON CARVER ELEM.",354,"elem",352,10,334,0,0,286,80.7909604519774
"1424","DUVAL",1591,"PINE FOREST ELEMENTARY SCHOOL",496,"elem",442,195,173,48,9,205,41.3306451612903
"1425","DUVAL",1601,"WATERLEAF ELEMENTARY",695,"elem",766,363,181,89,88,304,43.7410071942446
"1426","DUVAL",1611,"BARTRAM SPRINGS ELEMENTARY",923,"elem",921,511,125,109,119,158,17.1180931744312
"1427","DUVAL",1621,"R. V. DANIELS ELEMENTARY SCHL",327,"elem",317,5,303,3,1,225,68.8073394495413
"1428","DUVAL",1631,"RUFUS E. PAYNE ELEMENTARY SCHO",354,"elem",300,3,290,2,0,285,80.5084745762712
"1429","DUVAL",1641,"MT. HERMAN ESE CENTER",140,"high",87,27,52,4,1,91,65
"1430","DUVAL",1651,"WILLIAM M. RAINES HIGH SCHOOL",1043,"high",1052,7,1032,5,1,661,63.3748801534036
"1431","DUVAL",1661,"CARTER G. WOODSON ELEM. SCHOOL",608,"elem",606,4,592,4,0,506,83.2236842105263
"1432","DUVAL",1691,"S. A. HULL ELEMENTARY SCHOOL",260,"elem",255,14,221,13,1,185,71.1538461538462
"1433","DUVAL",1701,"PALM AVENUE EXCEP. STUDENT CTR",143,"high",110,35,69,3,2,99,69.2307692307692
"1434","DUVAL",1761,"PRETRIAL DETENTION FACILITY",63,"high",44,6,35,2,0,30,47.6190476190476
"1435","DUVAL",1811,"HOSPITAL AND HOMEBOUND",178,"high",101,50,33,5,3,65,36.5168539325843
"1436","DUVAL",1821,"YOUTH DEVELOPMENT CENTER",33,"elem",0,0,0,0,0,22,66.6666666666667
"1437","DUVAL",1851,"AMIKIDS JACKSONVILLE",39,"high",13,0,10,2,0,22,56.4102564102564
"1438","DUVAL",1981,"TEEN PARENT SERVICE CENTER",179,"pk",171,13,136,12,0,125,69.8324022346369
"1439","DUVAL",2021,"REYNOLDS LANE ELEMENTARY SCHL",288,"elem",263,48,140,60,1,212,73.6111111111111
"1440","DUVAL",2031,"KINGS TRAIL ELEMENTARY SCHOOL",453,"elem",459,95,176,128,42,290,64.0176600441501
"1441","DUVAL",2051,"PICKETT ELEMENTARY SCHOOL",226,"elem",228,116,94,7,1,159,70.353982300885
"1442","DUVAL",2061,"BROOKVIEW ELEMENTARY SCHOOL",738,"elem",755,327,217,109,53,392,53.1165311653117
"1443","DUVAL",2072,"J. E. B. STUART MIDDLE SCHOOL",850,"mid",804,168,505,83,21,575,67.6470588235294
"1444","DUVAL",2081,"PARKWOOD HEIGHTS ELEMENTARY  S",397,"elem",413,128,250,18,12,239,60.2015113350126
"1445","DUVAL",2091,"HOLIDAY HILL ELEMENTARY SCHOOL",611,"elem",632,370,146,57,15,302,49.4271685761047
"1446","DUVAL",2101,"OAK HILL ELEMENTARY SCHOOL",581,"elem",549,99,349,72,4,415,71.4285714285714
"1447","DUVAL",2111,"SOUTHSIDE MIDDLE SCHOOL",716,"mid",730,204,238,194,50,426,59.4972067039106
"1448","DUVAL",2121,"JEAN RIBAULT MIDDLE SCHOOL",636,"mid",620,19,587,1,3,455,71.5408805031446
"1449","DUVAL",2131,"ARLINGTON MIDDLE SCHOOL",734,"mid",883,200,507,117,19,534,72.7520435967302
"1450","DUVAL",2141,"HYDE GROVE ELEMENTARY SCHOOL",494,"elem",496,61,362,37,4,369,74.6963562753036
"1451","DUVAL",2151,"JUSTINA ROAD ELEMENTARY SCHOOL",290,"elem",248,17,196,30,4,194,66.8965517241379
"1452","DUVAL",2161,"JEFFERSON DAVIS MIDDLE SCHOOL",1050,"mid",813,139,501,103,26,632,60.1904761904762
"1453","DUVAL",2171,"DON BREWER ELEMENTARY SCHOOL",523,"elem",543,187,255,45,16,294,56.2141491395793
"1454","DUVAL",2181,"SAN MATEO ELEMENTARY SCHOOL",751,"elem",706,379,229,48,16,326,43.4087882822903
"1455","DUVAL",2191,"JOSEPH STILWELL MIDDLE SCHOOL",862,"mid",860,321,417,67,25,499,57.8886310904872
"1456","DUVAL",2201,"MARTIN LUTHER KING, JR ELEMENT",466,"elem",474,1,462,1,0,349,74.892703862661
"1457","DUVAL",2211,"NORMANDY VILLAGE ELEMENTARY SC",461,"elem",463,152,239,35,7,285,61.822125813449
"1458","DUVAL",2221,"GREENFIELD ELEMENTARY SCHOOL",520,"elem",483,175,143,101,37,290,55.7692307692308
"1459","DUVAL",2231,"DUNCAN U. FLETCHER HIGH SCHOOL",2181,"high",2195,1565,321,155,38,632,28.9775332416323
"1460","DUVAL",2241,"SAMUEL W. WOLFSON HIGH SCHOOL",1286,"high",1234,276,728,148,40,850,66.0964230171073
"1461","DUVAL",2251,"SEABREEZE ELEMENTARY SCHOOL",646,"elem",681,477,112,29,17,246,38.0804953560372
"1462","DUVAL",2261,"CRYSTAL SPRINGS ELEM. SCHOOL",1028,"elem",1043,455,368,116,33,682,66.3424124513619
"1463","DUVAL",2271,"MAYPORT ELEMENTARY SCHOOL",381,"elem",468,243,111,45,11,223,58.5301837270341
"1464","DUVAL",2281,"MERRILL ROAD ELEMENTARY SCHOOL",687,"elem",655,212,318,59,14,401,58.3697234352256
"1465","DUVAL",2291,"JACKSONVILLE HEIGHTS ELEMENTAR",655,"elem",597,114,361,79,9,428,65.3435114503817
"1466","DUVAL",2301,"BEAUCLERC ELEMENTARY SCHOOL",1067,"elem",1040,390,338,211,36,597,55.9512652296157
"1467","DUVAL",2311,"KERNAN TRAIL ELEMENTARY SCHOOL",654,"elem",643,278,150,112,55,319,48.7767584097859
"1468","DUVAL",2321,"CHIMNEY LAKES ELEMENTARY SCHL",1100,"elem",1098,445,411,120,44,597,54.2727272727273
"1469","DUVAL",2331,"LONE STAR ELEMENTARY SCHOOL",686,"elem",653,294,199,60,39,419,61.0787172011662
"1470","DUVAL",2341,"STONEWALL JACKSON ELEM. SCHOOL",331,"elem",358,74,247,18,4,220,66.4652567975831
"1471","DUVAL",2351,"FORT CAROLINE ELEMENTARY SCHL",570,"elem",599,76,433,59,8,355,62.280701754386
"1472","DUVAL",2361,"MAMIE AGNES JONES ELEMENTARY S",403,"elem",412,297,69,17,2,249,61.7866004962779
"1473","DUVAL",2371,"SANDALWOOD HIGH SCHOOL",2978,"high",2893,1279,801,400,267,1163,39.0530557421088
"1474","DUVAL",2381,"FORT CAROLINE MIDDLE SCHOOL",668,"mid",505,76,345,59,11,398,59.5808383233533
"1475","DUVAL",2391,"SABAL PALM ELEMENTARY SCHOOL",1050,"elem",1020,533,221,128,54,370,35.2380952380952
"1476","DUVAL",2401,"ARLINGTON HEIGHTS ELEMENTARY S",479,"elem",421,103,203,82,10,334,69.7286012526096
"1477","DUVAL",2411,"NATHAN B. FORREST HIGH SCHOOL",1329,NA,NA,NA,NA,NA,NA,666,50.1128668171558
"1478","DUVAL",2421,"LOUIS S. SHEFFIELD ELEMENTARY",794,"elem",842,517,191,65,24,317,39.9244332493703
"1479","DUVAL",2431,"GREGORY DRIVE ELEMENTARY SCHOO",778,"elem",712,163,400,81,22,488,62.7249357326478
"1480","DUVAL",2441,"HIGHLANDS MIDDLE SCHOOL",916,"mid",815,65,693,35,1,589,64.3013100436681
"1481","DUVAL",2451,"CROWN POINT ELEMENTARY SCHOOL",1046,"elem",1038,522,225,202,29,560,53.5372848948375
"1482","DUVAL",2461,"NEPTUNE BEACH ELEMENTARY SCHOO",932,"elem",935,616,116,120,16,431,46.244635193133
"1483","DUVAL",2471,"JOSEPH FINEGAN ELEMENTARY SCHO",444,"elem",423,220,94,55,8,198,44.5945945945946
"1484","DUVAL",2481,"EDWARD H. WHITE HIGH SCHOOL",1599,"high",1638,474,957,98,44,953,59.5997498436523
"1485","DUVAL",2491,"GREENLAND PINES ELEM. SCHOOL",894,"elem",812,498,85,79,83,213,23.8255033557047
"1486","DUVAL",2501,"PINE ESTATES ELEMENTARY SCHOOL",270,"elem",304,29,242,17,1,203,75.1851851851852
"1487","DUVAL",2511,"TWIN LAKES ACADEMY ELEM SCHOOL",913,"elem",874,352,250,109,89,311,34.0635268346112
"1488","DUVAL",2521,"ALDEN ROAD EXCEP. STUDENT CENT",166,"high",155,68,58,14,11,83,50
"1489","DUVAL",2531,"TWIN LAKES ACADEMY MIDDLE",1287,"mid",1305,522,405,212,102,544,42.2688422688423
"1490","DUVAL",2541,"MAYPORT MIDDLE SCHOOL",858,"mid",846,467,196,94,23,364,42.4242424242424
"1491","DUVAL",2551,"ENTERPRISE LEARNING ACADEMY",730,"elem",803,289,336,90,26,400,54.7945205479452
"1492","DUVAL",2561,"LANDMARK MIDDLE SCHOOL",1179,"mid",1203,478,434,123,89,536,45.462256149279
"1493","DUVAL",2571,"ALIMACANI ELEMENTARY SCHOOL",779,"elem",846,555,98,85,28,214,27.4711168164313
"1494","DUVAL",2581,"MANDARIN OAKS ELEMENTARY SCHOO",1138,"elem",1115,662,199,92,88,425,37.3462214411248
"1495","DUVAL",2591,"MANDARIN MIDDLE SCHOOL",1339,"mid",1467,830,345,186,52,480,35.8476474981329
"1496","DUVAL",2601,"MANDARIN HIGH SCHOOL",2589,"high",2445,1629,353,265,137,604,23.3294708381615
"1497","DUVAL",2621,"ANDREW A. ROBINSON ELEMENTARY",736,"elem",653,25,592,19,0,583,79.2119565217391
"1498","DUVAL",2631,"ABESS PARK ELEMENTARY SCHOOL",732,"elem",745,361,159,109,52,330,45.0819672131148
"1499","DUVAL",2641,"CHET'S CREEK ELEMENTARY SCHOOL",1281,"elem",1302,753,108,275,98,404,31.5378610460578
"1500","DUVAL",2651,"FIRST COAST HIGH SCHOOL",2315,"high",2110,731,1153,110,56,1040,44.9244060475162
"1501","DUVAL",2671,"LAVILLA SCHOOL OF THE ARTS",1119,"mid",1098,547,373,90,38,330,29.4906166219839
"1502","DUVAL",2681,"ATLANTIC COAST HIGH SCHOOL",2041,"high",2051,937,574,271,155,540,26.4576188143067
"1503","DUVAL",2691,"BISCAYNE ELEMENTARY SCHOOL",609,"elem",661,71,539,29,6,369,60.5911330049261
"1504","DUVAL",2701,"OCEANWAY ELEMENTARY SCHOOL",569,"elem",586,419,94,43,4,325,57.1177504393673
