Lunch Status,,,,,,,,
"School Year 2013-14, Survey 2 Data, Final (as of 05/11/14)",,,,,,,,
DISTRICT/SCHOOL TOTALS,,,,,,,,
An asterisk (*) replaces data when the cohort is fewer than ten students. A blank cell indicates no students in the cohort.,,,,,,,,
, ,,,,,,,
District Number,District Name,School Number,School Name,Total Members,#Free ,#Reduced Priced  ,#Provision 2,#Direct Cert
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,753,374,83,,
06,BROWARD,1281,NOVA HIGH SCHOOL,"2,148",893,274,,
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,769,368,77,,
06,BROWARD,1291,WILLIAM T. MCFATTER TECH. CTR,606,195,63,,
06,BROWARD,1311,NOVA MIDDLE SCHOOL,"1,244",621,151,,
06,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHL,680,429,68,,
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,688,628,24,,
06,BROWARD,1391,LAUDERHILL MIDDLE SCHOOL,651,564,15,,
06,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,777,381,70,,
06,BROWARD,1451,PLANTATION HIGH SCHOOL,"2,186","1,229",221,,
06,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,620,565,24,,
06,BROWARD,1611,MARTIN LUTHER KING ELEMENTARY,486,466,14,,
06,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,799,701,38,,
06,BROWARD,1631,ANNABEL C. PERRY ELEMENTARY,751,613,62,,
06,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,739,611,40,,
06,BROWARD,1661,HOLLYWOOD HILLS HIGH SCHOOL,"2,086","1,223",241,,
06,BROWARD,1671,C. ROBERT MARKHAM ELEMENTARY,611,576,14,,
06,BROWARD,1681,COCONUT CREEK HIGH SCHOOL,"1,384",993,102,,
06,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,"1,030",872,64,,
06,BROWARD,1711,DEERFIELD BEACH HIGH SCHOOL,"2,375","1,445",162,,
06,BROWARD,1741,BOYD H. ANDERSON HIGH SCHOOL,"1,813","1,423",109,,
06,BROWARD,1751,MIRAMAR HIGH SCHOOL,"2,606","1,537",226,,
06,BROWARD,1752,WHISPERING PINES SCHOOL,231,119,11,,
06,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHO,523,404,46,,
06,BROWARD,1762,POSTSECONDARY ALTERNATIVES SEC,13,*,*,,
06,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,875,767,43,,
06,BROWARD,1791,APOLLO MIDDLE SCHOOL,"1,214",853,103,,
06,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHL,611,393,46,,
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,660,607,21,,
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,490,323,25,,
06,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,740,691,14,,
06,BROWARD,1871,CRYSTAL LAKE COMMUNITY MIDDLE,"1,369","1,042",66,,
06,BROWARD,1881,PINES MIDDLE SCHOOL,"1,358",780,189,,
06,BROWARD,1891,SEMINOLE MIDDLE SCHOOL,"1,137",559,98,,
06,BROWARD,1901,PIPER HIGH SCHOOL,"2,490","1,334",209,,
06,BROWARD,1931,COOPER CITY HIGH SCHOOL,"2,140",410,147,,
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,527,490,16,,
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOO,826,653,44,,
06,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,716,475,92,,
06,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,840,331,86,,
06,BROWARD,2021,GLADES MIDDLE SCHOOL,"1,483",500,146,,
06,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,770,177,37,,
06,BROWARD,2052,WESTPINE MIDDLE SCHOOL,"1,196",669,147,,
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,583,341,59,,
06,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOO,953,695,75,,
06,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE,78,62,*,,
06,BROWARD,2221,ATLANTIC TECHNICAL CENTER,639,271,80,,
06,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY,592,550,15,,
06,BROWARD,2351,SOUTH PLANTATION HIGH SCHOOL,"2,383","1,282",242,,
06,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHL,652,481,43,,
06,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,530,340,50,,
06,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,685,349,47,,
06,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHL,622,469,51,,
06,BROWARD,2561,CORAL SPRINGS MIDDLE SCHOOL,"1,257",532,93,,
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,"1,311",256,77,,
06,BROWARD,2611,BAIR MIDDLE SCHOOL,922,629,84,,
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,880,572,70,,
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,561,355,71,,
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,"1,098",301,59,,
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,545,223,58,,
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,620,298,48,,
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,"1,224",434,94,,
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,481,433,25,,
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,"1,203",540,125,,
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,800,406,70,,
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,698,325,48,,
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,"3,060","1,216",274,,
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,752,554,50,,
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,615,443,49,,
06,BROWARD,2831,WESTERN HIGH SCHOOL,"3,080",940,235,,
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,558,157,34,,
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,620,365,69,,
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,782,525,102,,
06,BROWARD,2881,WELLEBY ELEMENTARY SCHOOL,746,398,79,,
06,BROWARD,2891,RIVERGLADES ELEMENTARY SCHOOL,643,69,26,,
06,BROWARD,2942,EVERGLADES ELEMENTARY SCHOOL,945,112,32,,
06,BROWARD,2961,CHAPEL TRAIL ELEMENTARY SCHOOL,752,236,84,,
06,BROWARD,2971,SILVER LAKES MIDDLE SCHOOL,829,671,49,,
06,BROWARD,2981,COUNTRY ISLES ELEMENTARY SCHL,956,212,46,,
06,BROWARD,3001,WALTER C. YOUNG MIDDLE SCHOOL,"1,176",399,127,,
06,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,"3,037",533,100,,
06,BROWARD,3031,RIVERSIDE ELEMENTARY SCHOOL,712,220,51,,
06,BROWARD,3041,CORAL PARK ELEMENTARY SCHOOL,631,260,41,,
06,BROWARD,3051,FOREST GLEN MIDDLE SCHOOL,"1,400",756,125,,
06,BROWARD,3061,SANDPIPER ELEMENTARY SCHOOL,646,352,78,,
06,BROWARD,3081,SILVER RIDGE ELEMENTARY SCHOOL,934,240,56,,
06,BROWARD,3091,WINSTON PARK ELEMENTARY SCHOOL,"1,162",482,97,,
06,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,"1,799",786,176,,
06,BROWARD,3111,COUNTRY HILLS ELEMENTARY SCHL,854,254,47,,
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,"1,437",758,117,,
06,BROWARD,3131,HAWKES BLUFF ELEMENTARY SCHOOL,818,171,48,,
06,BROWARD,3151,TEQUESTA TRACE MIDDLE SCHOOL,"1,384",315,94,,
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,912,268,54,,
06,BROWARD,3181,INDIAN TRACE ELEMENTARY SCHOOL,723,154,27,,
06,BROWARD,3191,EMBASSY CREEK ELEMENTARY SCHOO,981,155,41,,
06,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,649,579,35,,
06,BROWARD,3222,CROSS CREEK SCHOOL,162,111,12,,
06,BROWARD,3291,THURGOOD MARSHALL ELEM. SCHOOL,504,486,*,,
06,BROWARD,3301,ENDEAVOUR PRIMARY LEARNING CEN,431,400,11,,
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,821,488,86,,
06,BROWARD,3321,VIRGINIA SHUMAN YOUNG ELEM,739,159,37,,
06,BROWARD,3331,SILVER TRAIL MIDDLE SCHOOL,"1,479",322,98,,
06,BROWARD,3371,SILVER LAKES ELEMENTARY SCHOOL,553,196,55,,
06,BROWARD,3391,CHARLES W FLANAGAN HIGH SCHOOL,"2,912","1,091",356,,
06,BROWARD,3401,SAWGRASS ELEMENTARY SCHOOL,886,410,71,,
06,BROWARD,3431,SAWGRASS SPRINGS MIDDLE SCHOOL,"1,179",488,100,,
06,BROWARD,3441,EAGLE RIDGE ELEMENTARY SCHOOL,811,154,45,,
06,BROWARD,3461,EAGLE POINT ELEMENTARY SCHOOL,"1,190",299,79,,
06,BROWARD,3471,INDIAN RIDGE MIDDLE SCHOOL,"1,813",549,119,,
06,BROWARD,3481,TRADEWINDS ELEMENTARY SCHOOL,"1,158",517,77,,
06,BROWARD,3491,SILVER PALMS ELEMENTARY SCHOOL,651,163,36,,
06,BROWARD,3531,FOX TRAIL ELEMENTARY SCHOOL,"1,204",452,72,,
06,BROWARD,3541,MONARCH HIGH SCHOOL,"2,251",872,242,,
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,547,132,41,,
06,BROWARD,3581,SILVER SHORES ELEMENTARY SCHL,515,150,58,,
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,715,247,51,,
06,BROWARD,3622,FALCON COVE MIDDLE SCHOOL,"2,223",201,62,,
06,BROWARD,3623,CYPRESS BAY HIGH SCHOOL,"4,403",564,166,,
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,742,428,61,,
06,BROWARD,3642,GATOR RUN ELEMENTARY SCHOOL,"1,186",116,44,,
06,BROWARD,3651,DAVE THOMAS EDUCATION CENTER,731,572,19,,
06,BROWARD,3661,SUNSET LAKES ELEMENTARY SCHOOL,821,216,60,,
06,BROWARD,3701,ROCK ISLAND ELEMENTARY SCHOOL,551,512,19,,
06,BROWARD,3731,EVERGLADES HIGH SCHOOL,"2,425",890,259,,
06,BROWARD,3741,COCONUT PALM ELEMENTARY SCHOOL,928,380,76,,
06,BROWARD,3751,DOLPHIN BAY ELEMENTARY SCHOOL,694,258,64,,
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,"1,140","1,018",60,,
06,BROWARD,3771,CHALLENGER ELEMENTARY SCHOOL,946,536,108,,
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,984,133,21,,
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,977,651,96,,
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,"1,179",141,27,,
06,BROWARD,3851,COLLEGE ACADEMY AT BCC,344,69,23,,
06,BROWARD,3861,CORAL GLADES HIGH SCHOOL,"2,416","1,053",255,,
06,BROWARD,3871,WESTGLADES MIDDLE SCHOOL,"1,440",169,37,,
06,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL,"1,079",713,105,,
06,BROWARD,3931,GULFSTREAM MIDDLE SCHOOL,515,401,42,,
06,BROWARD,3961,HERON HEIGHTS ELEMENTARY SCHOO,"1,019",82,*,,
06,BROWARD,3962,DISCOVERY ELEMENTARY SCHOOL,921,507,91,,
06,BROWARD,3971,WEST BROWARD HIGH SCHOOL,"2,718",512,190,,
06,BROWARD,4772,MILLENNIUM MIDDLE SCHOOL,"1,347",791,160,,
06,BROWARD,5001,BEN GAMLA CHARTER SCHOOL NORTH,76,43,10,,
06,BROWARD,5002,SOMERSET ACADEMY VILLAGE CHART,135,110,14,,
06,BROWARD,5003,SOMERSET PREP ACADEMY AT N LAU,800,702,78,,
06,BROWARD,5004,SOMERSET VILLAGE ACADEMY,298,255,24,,
06,BROWARD,5005,BEN GAMLA CHARTER HIGH SCHOOL,124,54,10,,
06,BROWARD,5006,SOMERSET PREP ACADEMY HIGH AT,197,174,17,,
06,BROWARD,5007,SOMERSET ACADEMY CHARTER HIGH,255,156,40,,
06,BROWARD,5009,MAVERICKS HIGH OF NORTH BROWAR,406,290,22,,
06,BROWARD,5010,FRANKLIN ACADEMY B,154,41,15,,
06,BROWARD,5012,FRANKLIN ACADEMY A,"1,145",260,119,,
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF,"1,392",505,145,,
06,BROWARD,5021,SOMERSET NEIGHBORHOOD SCHOOL,504,283,82,,
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF,882,608,15,,
06,BROWARD,5024,IMAGINE MIDDLE SCHOOL AT BROWA,200,78,17,,
06,BROWARD,5025,BEN GAMLA CHARTER SCHOOL HALLA,28,10,*,,
06,BROWARD,5026,CHARTER SCHOOL OF EXCELLENCE D,138,73,15,,
06,BROWARD,5028,ACADEMIC SOLUTIONS HIGH SCHOOL,168,110,13,,
06,BROWARD,5029,ATLANTIC MONTESSORI CHARTER SC,129,22,*,,
06,BROWARD,5030,SOMERSET PINES ACADEMY,478,268,40,,
06,BROWARD,5031,CHARTER SCHOOL OF EXCELLENCE,272,148,25,,
06,BROWARD,5032,FLAGLER HIGH,91,56,*,,
06,BROWARD,5037,FRANKLIN ACADEMY E,884,223,89,,
06,BROWARD,5041,CENTRAL CHARTER SCHOOL,"1,112",716,82,,
06,BROWARD,5042,IMAGINE MIDDLE SCHOOL WEST,150,,,,
06,BROWARD,5044,IMAGINE SCHOOL SOUTH CAMPUS,301,39,10,,
06,BROWARD,5045,KATHLEEN C. WRIGHT LEADERSHIP,186,169,*,,
06,BROWARD,5046,FRANKLIN ACADEMY F,431,151,53,,
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT,"1,202",575,169,,
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT,"1,096",281,134,,
06,BROWARD,5051,CITY OF PEMBROKE PINES CHARTER,"1,928",334,159,,
06,BROWARD,5052,WEST BROWARD ACADEMY AT EXCELS,60,10,*,,
06,BROWARD,5054,SOMERSET MIRAMAR SOUTH K-5,78,23,*,,
06,BROWARD,5055,BROWARD CHARTER SCHOOL OF SCIE,130,63,10,,
06,BROWARD,5059,FLORIDA VIRTUAL ACADEMY AT BRO,119,50,*,,
06,BROWARD,5060,SUNED HIGH SCHOOL,465,339,15,,
06,BROWARD,5081,CITY/PEMBROKE PINES CHARTER MI,"1,310",200,107,,
06,BROWARD,5091,CITY OF CORAL SPRINGS CHARTER,"1,644",373,103,,
06,BROWARD,5111,IMAGINE CHARTER SCHOOL AT WEST,790,*,*,,
06,BROWARD,5121,CITY/PEMBROKE PINES CHARTER HS,"1,716",314,182,,
06,BROWARD,5141,SOMERSET ACADEMY,935,198,117,,
06,BROWARD,5151,SOMERSET ACADEMY MIDDLE SCHOOL,873,188,97,,
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,683,443,72,,
06,BROWARD,5171,IMAGINE CHARTER/N LAUDERDALE,455,378,55,,
06,BROWARD,5201,CHARTER SCHOOL OF EXCELLENCE T,245,162,33,,
06,BROWARD,5211,SOMERSET ACADEMY DAVIE CHARTER,147,50,17,,
06,BROWARD,5221,SOMERSET ACADEMY CHARTER HIGH,"1,042",281,118,,
06,BROWARD,5271,CHARTER SCHOOL OF EXCELLENCE A,137,65,17,,
06,BROWARD,5281,CHARTER SCHOOL OF EXCELLENCE A,34,24,*,,
06,BROWARD,5291,CHARTER SCHOOL OF EXCELLENCE T,225,154,18,,
06,BROWARD,5315,BROWARD COMMUNITY CHARTER SCHO,106,72,*,,
06,BROWARD,5322,PIVOT CHARTER SCHOOL,195,103,11,,
06,BROWARD,5323,MELROSE HIGH,62,38,*,,
06,BROWARD,5325,HOLLYWOOD ACAD OF ARTS & SCIEN,999,380,123,,
06,BROWARD,5331,DOLPHIN PARK HIGH,440,219,29,,
06,BROWARD,5341,NORTH UNIVERSITY HIGH,384,215,29,,
06,BROWARD,5351,LAUDERHILL HIGH,512,436,24,,
06,BROWARD,5355,EAGLES NEST ELEMENTARY CHARTER,137,112,*,,
06,BROWARD,5356,EAGLES NEST MIDDLE CHARTER SCH,64,47,,,
06,BROWARD,5361,FLORIDA INTERCULTURAL ACADEMY,300,188,23,,
06,BROWARD,5362,HOLLYWOOD ACADEMY OF ARTS AND,440,198,69,,
06,BROWARD,5371,NORTH BROWARD ACADEMY OF EXCEL,349,217,51,,
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,275,261,*,,
06,BROWARD,5381,PARAGON ACADEMY OF TECHNOLOGY,133,112,*,,
06,BROWARD,5387,SOMERSET ACADEMY HOLLYWOOD,88,66,*,,
06,BROWARD,5388,SOMERSET ACADEMY POMPANO (K-5),167,120,15,,
06,BROWARD,5389,RISE ACADEMY II,322,256,18,,
06,BROWARD,5390,NEW GENERATION PREPARATORY HIG,193,142,35,,
06,BROWARD,5391,SOMERSET ACADEMY EAST PREPARAT,290,185,41,,
06,BROWARD,5392,BEN GAMLA CHARTER SCHOOL SOUTH,398,166,40,,
06,BROWARD,5393,EXCELSIOR CHARTER OF BROWARD,216,31,*,,
06,BROWARD,5394,CHARTER SCHOOL OF EXCELLENCE 2,29,*,,,
06,BROWARD,5396,SOMERSET ARTS CONSERVATORY,120,32,13,,
06,BROWARD,5397,CHARTER SCHOOLS OF EXCELLENCE,131,99,10,,
06,BROWARD,5400,SUNSHINE ELEMENTARY CHARTER SC,267,216,27,,
06,BROWARD,5403,BROWARD COMMUNITY CHARTER WEST,294,196,26,,
06,BROWARD,5405,SOMERSET ACADEMY ELEMENTARY (M,669,255,128,,
06,BROWARD,5406,SOMERSET ACADEMY MIDDLE (MIRAM,446,189,100,,
06,BROWARD,5407,EVEREST CHARTER SCHOOL,40,30,*,,
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,92,17,*,,
06,BROWARD,5410,BEN GAMLA CHARTER SCHOOL,580,218,55,,
06,BROWARD,5412,DISCOVERY MIDDLE CHARTER SCHOO,161,121,18,,
06,BROWARD,5413,SOMERSET ACADEMY POMPANO MIDDL,22,16,*,,
06,BROWARD,5415,IMAGINE CHARTER SCHOOL OF BROW,660,190,49,,
06,BROWARD,5416,INTERNATIONAL SCHOOL OF BROWAR,292,156,32,,
06,BROWARD,5417,IGENERATION EMPOWERMENT ACADEM,106,67,*,,
06,BROWARD,5418,HENRY MCNEAL TURNER LEARNING A,106,77,*,,
06,BROWARD,5419,SOMERSET ACADEMY HOLLYWOOD MID,17,10,*,,
06,BROWARD,5420,RISE ACADEMY SCHOOL OF SCIENCE,281,192,34,,
06,BROWARD,5421,ALPHA INTERNATIONAL ACADEMY,59,28,,,
06,BROWARD,5422,FLORIDA INTERCULTURAL ACADEMY,617,320,70,,
06,BROWARD,5431,THE OBAMA ACADEMY FOR BOYS,91,81,*,,
06,BROWARD,5434,THE RED SHOE CHARTER SCHOOL FO,98,86,*,,
06,BROWARD,5441,SOMERSET PREPARATORY CHARTER M,340,209,37,,
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROW,368,290,*,,
06,BROWARD,5501,"ARC BROWARD, INC.",58,33,*,,
06,BROWARD,5511,"ANN STORCK CENTER, INC.",30,*,,,
06,BROWARD,5521,BAUDHUIN ORAL SCHOOL-NOVA UNI.,135,48,*,,
06,BROWARD,5531,BROWARD CHILDREN'S CENTER NORT,64,12,,,
06,BROWARD,5541,BROWARD CHILDREN'S CENTER SOUT,70,*,,,
06,BROWARD,5561,UCP EARLY BEGINNINGS,26,18,*,,
06,BROWARD,5581,ALPHABET LAND-MARGATE,40,12,*,,
06,BROWARD,5602,BABY BOOMERS,*,*,,,
06,BROWARD,5717,SOUTH BROWARD MONTESSORI CHART,56,*,*,,
06,BROWARD,6011,BROWARD DETENTION CENTER,92,91,,,
06,BROWARD,6015,BROWARD GIRLS ACADEMY,22,22,,,
06,BROWARD,6017,BROWARD YOUTH TREATMENT CENTER,27,*,,,
06,BROWARD,6051,AMIKIDS OF GREATER FORT LAUDER,46,45,*,,
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",83,83,,,
06,BROWARD,6501,OFF CAMPUS LEARNING,768,434,44,,
06,BROWARD,7001,BROWARD VIRTUAL INSTRUCTION PR,54,*,*,,
06,BROWARD,7004,BROWARD VIRTUAL FRANCHISE,284,53,27,,
07,CALHOUN,9999,DISTRICT RECORD,"2,278","1,332",*,,
07,CALHOUN,0021,BLOUNTSTOWN HIGH SCHOOL,411,205,42,,
07,CALHOUN,0051,BLOUNTSTOWN MIDDLE SCHOOL,294,170,31,,
07,CALHOUN,0091,CARR ELEMENTARY & MIDDLE SCHOO,262,160,19,,
07,CALHOUN,0101,ALTHA PUBLIC SCHOOL,613,340,51,,
07,CALHOUN,0131,BLOUNTSTOWN ELEMENTARY SCHOOL,666,440,52,,
07,CALHOUN,7001,CALHOUN VIRTUAL INSTRUCTION PR,32,17,*,,
08,CHARLOTTE,9999,DISTRICT RECORD,*,*,"1,629",,
08,CHARLOTTE,0021,SALLIE JONES ELEMENTARY SCHOOL,598,331,30,,
08,CHARLOTTE,0031,CHARLOTTE HIGH SCHOOL,"1,902",767,203,,
08,CHARLOTTE,0041,PEACE RIVER ELEMENTARY SCHOOL,724,560,68,,
08,CHARLOTTE,0042,CHARLOTTE HARBOR SCHOOL,122,74,10,,
08,CHARLOTTE,0051,LEMON BAY HIGH SCHOOL,"1,260",446,120,,
08,CHARLOTTE,0062,BAKER/HEAD START,176,166,*,,
08,CHARLOTTE,0081,EAST ELEMENTARY SCHOOL,697,397,77,,
08,CHARLOTTE,0111,NEIL ARMSTRONG ELEMENTARY SCHO,814,543,92,,
08,CHARLOTTE,0121,PUNTA GORDA MIDDLE SCHOOL,"1,141",490,132,,
08,CHARLOTTE,0131,PORT CHARLOTTE MIDDLE SCHOOL,825,507,101,,
08,CHARLOTTE,0141,MEADOW PARK ELEMENTARY SCHOOL,754,449,62,,
08,CHARLOTTE,0151,PORT CHARLOTTE HIGH SCHOOL,"1,682",815,205,,
08,CHARLOTTE,0161,CHARLOTTE TECHNICAL CENTER,346,218,20,,
08,CHARLOTTE,0181,L. A. AINGER MIDDLE SCHOOL,878,379,95,,
08,CHARLOTTE,0191,VINELAND ELEMENTARY SCHOOL,607,274,50,,
08,CHARLOTTE,0201,LIBERTY ELEMENTARY SCHOOL,626,416,65,,
08,CHARLOTTE,0211,MURDOCK MIDDLE SCHOOL,825,490,99,,
08,CHARLOTTE,0231,MYAKKA RIVER ELEMENTARY SCHOOL,518,282,56,,
08,CHARLOTTE,0251,DEEP CREEK ELEMENTARY SCHOOL,701,340,69,,
08,CHARLOTTE,0282,AMI KIDS CROSSROADS,18,18,,,
08,CHARLOTTE,0301,KINGSWAY ELEMENTARY SCHOOL,627,330,66,,
08,CHARLOTTE,0502,EDISON COLLEGIATE HIGH SCHOOL,364,*,*,,
08,CHARLOTTE,7001,CHARLOTTE VIRTUAL INSTRUCTION,*,,,,
08,CHARLOTTE,7004,CHARLOTTE VIRTUAL FRANCHISE,55,,,,
09,CITRUS,9999,DISTRICT RECORD,"15,069",*,"1,291",,
09,CITRUS,0021,PLEASANT GROVE ELEMENTARY SCHL,741,434,64,,
09,CITRUS,0025,FOREST RIDGE ELEMENTARY SCHOOL,727,477,52,,
09,CITRUS,0031,CITRUS HIGH SCHOOL,"1,535",720,142,,
09,CITRUS,0032,INVERNESS PRIMARY SCHOOL,669,355,60,,
09,CITRUS,0035,CENTRAL RIDGE ELEMENTARY SCHOO,769,416,54,,
09,CITRUS,0042,INVERNESS MIDDLE SCHOOL,976,531,86,,
09,CITRUS,0061,FLORAL CITY ELEMENTARY SCHOOL,355,231,23,,
09,CITRUS,0071,HOMOSASSA ELEMENTARY SCHOOL,333,238,23,,
09,CITRUS,0083,CRYSTAL RIVER MIDDLE SCHOOL,787,465,75,,
09,CITRUS,0102,CRYSTAL RIVER PRIMARY SCHOOL,599,437,35,,
09,CITRUS,0121,CRYSTAL RIVER HIGH SCHOOL,"1,303",637,111,,
09,CITRUS,0131,WITHLACOOCHEE TECHNICAL INSTIT,14,,,,
09,CITRUS,0161,LECANTO PRIMARY SCHOOL,765,467,60,,
09,CITRUS,0162,LECANTO MIDDLE SCHOOL,742,387,65,,
09,CITRUS,0163,LECANTO HIGH SCHOOL,"1,566",659,139,,
09,CITRUS,0171,HERNANDO ELEMENTARY SCHOOL,649,400,56,,
09,CITRUS,0181,CITRUS SPRINGS ELEMENTARY SCHO,727,432,85,,
09,CITRUS,0191,ROCK CRUSHER ELEMENTARY SCHOOL,589,347,53,,
09,CITRUS,0201,CREST SCHOOL,141,86,11,,
09,CITRUS,0211,CITRUS SPRINGS MIDDLE SCHOOL,796,430,71,,
09,CITRUS,0215,ACADEMY OF ENVIRON. SCIENCES,114,32,16,,
09,CITRUS,0321,CITRUS COUNTY RENAISSANCE CENT,86,64,10,,
09,CITRUS,8001,CYPRESS CREEK ACADEMY,86,*,,,
10,CLAY,9999,DISTRICT RECORD,*,"11,679","2,906",,
10,CLAY,0020,FLORIDA YOUTH CHALLENGE ACADEM,53,,,,
10,CLAY,0021,GREEN COVE SPRINGS JUNIOR HIGH,795,195,46,,
10,CLAY,0071,CHARLES E. BENNETT ELEMENTARY,817,583,43,,
10,CLAY,0111,R. C. BANNERMAN LEARNING CENTE,183,117,13,,
10,CLAY,0201,ORANGE PARK ELEMENTARY SCHOOL,519,74,24,,
10,CLAY,0232,GROVE PARK ELEMENTARY SCHOOL,478,294,59,,
10,CLAY,0241,W E CHERRY ELEMENTARY SCHOOL,648,408,88,,
10,CLAY,0252,ORANGE PARK HIGH SCHOOL,"1,594",607,126,,
10,CLAY,0261,DOCTORS INLET ELEMENTARY SCHOO,791,307,90,,
10,CLAY,0271,MIDDLEBURG ELEMENTARY SCHOOL,590,335,65,,
10,CLAY,0301,KEYSTONE HEIGHTS ELEMENTARY,771,365,71,,
10,CLAY,0311,KEYSTONE HEIGHTS JR-SR HIGH,"1,234",448,109,,
10,CLAY,0331,S BRYAN JENNINGS ELEMENTARY  S,497,317,50,,
10,CLAY,0341,CLAY HIGH SCHOOL,"1,399",423,91,,
10,CLAY,0351,LAKESIDE JUNIOR HIGH SCHOOL,846,191,65,,
10,CLAY,0352,LAKESIDE ELEMENTARY SCHOOL,790,310,59,,
10,CLAY,0361,ORANGE PARK JUNIOR HIGH SCHOOL,711,338,69,,
10,CLAY,0371,WILKINSON JUNIOR HIGH SCHOOL,788,320,92,,
10,CLAY,0381,MONTCLAIR ELEMENTARY SCHOOL,529,223,44,,
10,CLAY,0391,MIDDLEBURG HIGH SCHOOL,"1,710",569,156,,
10,CLAY,0401,RIDGEVIEW ELEMENTARY SCHOOL,557,248,36,,
10,CLAY,0411,CLAY HILL ELEMENTARY SCHOOL,426,231,59,,
10,CLAY,0431,RIDGEVIEW HIGH SCHOOL,"1,490",402,148,,
10,CLAY,0451,LAKE ASBURY ELEMENTARY SCHOOL,812,202,72,,
10,CLAY,0471,ROBERT M. PATERSON ELEMENTARY,885,215,39,,
10,CLAY,0481,LAKE ASBURY JUNIOR HIGH SCHOOL,"1,082",310,87,,
10,CLAY,0491,J.L. WILKINSON ELEMENTARY SCHL,708,460,89,,
